policy,subject,trial,true_label,decoded,confidence,abstained,correct,unsafe_action,intent,latency_ms,trial_duration_s
Policy_A_Direct,1,51,1,1,0.6756,False,True,False,CLASS_1,1.866,4.5
Policy_A_Direct,1,52,1,1,0.9916,False,True,False,CLASS_1,1.921,4.5
Policy_A_Direct,1,53,1,1,0.9216,False,True,False,CLASS_1,1.838,4.5
Policy_A_Direct,1,54,0,0,0.6203,False,True,False,CLASS_0,1.911,4.5
Policy_A_Direct,1,55,1,0,0.5154,False,False,True,CLASS_0,1.919,4.5
Policy_A_Direct,1,56,1,0,0.5101,False,False,True,CLASS_0,1.907,4.5
Policy_A_Direct,1,57,1,1,0.9162,False,True,False,CLASS_1,1.937,4.5
Policy_A_Direct,1,58,0,1,0.8283,False,False,True,CLASS_1,2.009,4.5
Policy_A_Direct,1,59,1,1,0.7509,False,True,False,CLASS_1,1.946,4.5
Policy_A_Direct,1,60,0,1,0.9509,False,False,True,CLASS_1,2.091,4.5
Policy_A_Direct,1,61,1,1,0.8864,False,True,False,CLASS_1,2.023,4.5
Policy_A_Direct,1,62,0,0,0.8737,False,True,False,CLASS_0,2.033,4.5
Policy_A_Direct,1,63,1,1,0.9459,False,True,False,CLASS_1,1.962,4.5
Policy_A_Direct,1,64,1,1,0.6641,False,True,False,CLASS_1,2.009,4.5
Policy_A_Direct,1,65,1,0,0.5746,False,False,True,CLASS_0,2.037,4.5
Policy_A_Direct,1,66,0,0,0.7294,False,True,False,CLASS_0,2.045,4.5
Policy_A_Direct,1,67,0,0,0.8594,False,True,False,CLASS_0,2.135,4.5
Policy_A_Direct,1,68,0,0,0.9193,False,True,False,CLASS_0,2.137,4.5
Policy_A_Direct,1,69,0,0,0.9869,False,True,False,CLASS_0,2.106,4.5
Policy_A_Direct,1,70,0,1,0.5663,False,False,True,CLASS_1,2.123,4.5
Policy_A_Direct,1,71,1,0,0.7268,False,False,True,CLASS_0,2.14,4.5
Policy_A_Direct,1,72,1,1,0.9626,False,True,False,CLASS_1,2.132,4.5
Policy_A_Direct,1,73,1,1,0.9633,False,True,False,CLASS_1,2.194,4.5
Policy_A_Direct,1,74,0,0,0.9095,False,True,False,CLASS_0,2.125,4.5
Policy_A_Direct,1,75,0,0,0.7293,False,True,False,CLASS_0,2.286,4.5
Policy_A_Direct,1,76,1,0,0.5682,False,False,True,CLASS_0,2.33,4.5
Policy_A_Direct,1,77,1,0,0.5798,False,False,True,CLASS_0,2.375,4.5
Policy_A_Direct,1,78,0,0,0.7337,False,True,False,CLASS_0,2.235,4.5
Policy_A_Direct,1,79,0,0,0.9848,False,True,False,CLASS_0,2.296,4.5
Policy_A_Direct,1,80,1,1,0.911,False,True,False,CLASS_1,2.45,4.5
Policy_A_Direct,1,81,1,1,0.9731,False,True,False,CLASS_1,2.379,4.5
Policy_A_Direct,1,82,1,1,0.8257,False,True,False,CLASS_1,2.426,4.5
Policy_A_Direct,1,83,1,1,0.673,False,True,False,CLASS_1,2.365,4.5
Policy_A_Direct,1,84,0,0,0.9929,False,True,False,CLASS_0,2.369,4.5
Policy_A_Direct,1,85,1,1,0.7664,False,True,False,CLASS_1,2.385,4.5
Policy_A_Direct,1,86,0,0,0.655,False,True,False,CLASS_0,2.321,4.5
Policy_A_Direct,1,87,0,0,0.9238,False,True,False,CLASS_0,2.38,4.5
Policy_A_Direct,1,88,1,0,0.6621,False,False,True,CLASS_0,2.357,4.5
Policy_A_Direct,1,89,1,1,0.9863,False,True,False,CLASS_1,2.428,4.5
Policy_A_Direct,1,90,0,1,0.7888,False,False,True,CLASS_1,2.367,4.5
Policy_A_Direct,1,91,0,0,0.86,False,True,False,CLASS_0,2.363,4.5
Policy_A_Direct,1,92,0,1,0.6698,False,False,True,CLASS_1,2.349,4.5
Policy_A_Direct,1,93,0,0,0.866,False,True,False,CLASS_0,2.308,4.5
Policy_A_Direct,1,94,0,1,0.7262,False,False,True,CLASS_1,2.341,4.5
Policy_A_Direct,1,95,0,0,0.8413,False,True,False,CLASS_0,2.388,4.5
Policy_A_Direct,1,96,0,0,0.898,False,True,False,CLASS_0,2.357,4.5
Policy_A_Direct,1,97,1,1,0.9467,False,True,False,CLASS_1,2.381,4.5
Policy_A_Direct,1,98,1,1,0.9793,False,True,False,CLASS_1,2.376,4.5
Policy_A_Direct,1,99,1,0,0.7058,False,False,True,CLASS_0,2.413,4.5
Policy_A_Direct,1,100,1,1,0.8234,False,True,False,CLASS_1,2.33,4.5
Policy_A_Direct,1,101,1,1,0.7196,False,True,False,CLASS_1,2.355,4.5
Policy_A_Direct,1,102,0,0,0.5082,False,True,False,CLASS_0,2.65,4.5
Policy_A_Direct,1,103,0,1,0.8003,False,False,True,CLASS_1,2.654,4.5
Policy_A_Direct,1,104,1,1,0.9701,False,True,False,CLASS_1,2.59,4.5
Policy_A_Direct,1,105,0,1,0.6024,False,False,True,CLASS_1,2.442,4.5
Policy_A_Direct,1,106,0,0,0.8676,False,True,False,CLASS_0,2.141,4.5
Policy_A_Direct,1,107,1,1,0.9706,False,True,False,CLASS_1,2.151,4.5
Policy_A_Direct,1,108,0,0,0.9097,False,True,False,CLASS_0,2.354,4.5
Policy_A_Direct,1,109,0,0,0.5006,False,True,False,CLASS_0,2.17,4.5
Policy_A_Direct,1,110,0,0,0.8253,False,True,False,CLASS_0,2.302,4.5
Policy_A_Direct,1,111,0,0,0.8405,False,True,False,CLASS_0,2.406,4.5
Policy_A_Direct,1,112,1,1,0.8379,False,True,False,CLASS_1,2.239,4.5
Policy_A_Direct,1,113,1,1,0.9839,False,True,False,CLASS_1,2.204,4.5
Policy_A_Direct,1,114,1,0,0.6002,False,False,True,CLASS_0,2.221,4.5
Policy_A_Direct,1,115,1,1,0.9285,False,True,False,CLASS_1,2.324,4.5
Policy_A_Direct,1,116,1,1,0.7553,False,True,False,CLASS_1,2.214,4.5
Policy_A_Direct,1,117,0,0,0.7485,False,True,False,CLASS_0,2.19,4.5
Policy_A_Direct,1,118,1,1,0.995,False,True,False,CLASS_1,2.22,4.5
Policy_A_Direct,1,119,1,1,0.5158,False,True,False,CLASS_1,2.144,4.5
Policy_A_Direct,1,120,0,0,0.631,False,True,False,CLASS_0,2.952,4.5
Policy_A_Direct,1,121,0,0,0.9906,False,True,False,CLASS_0,3.158,4.5
Policy_A_Direct,1,122,0,1,0.6252,False,False,True,CLASS_1,2.642,4.5
Policy_A_Direct,1,123,0,0,0.8043,False,True,False,CLASS_0,2.703,4.5
Policy_A_Direct,1,124,0,0,0.9813,False,True,False,CLASS_0,2.351,4.5
Policy_A_Direct,1,125,0,0,0.686,False,True,False,CLASS_0,2.797,4.5
Policy_A_Direct,1,126,0,0,0.99,False,True,False,CLASS_0,2.445,4.5
Policy_A_Direct,1,127,1,1,0.7969,False,True,False,CLASS_1,2.396,4.5
Policy_A_Direct,1,128,0,1,0.7142,False,False,True,CLASS_1,2.741,4.5
Policy_A_Direct,1,129,1,0,0.5743,False,False,True,CLASS_0,2.194,4.5
Policy_A_Direct,1,130,0,1,0.8502,False,False,True,CLASS_1,2.126,4.5
Policy_A_Direct,1,131,1,1,0.8531,False,True,False,CLASS_1,2.19,4.5
Policy_A_Direct,1,132,1,0,0.9128,False,False,True,CLASS_0,3.171,4.5
Policy_A_Direct,1,133,0,0,0.9647,False,True,False,CLASS_0,2.161,4.5
Policy_A_Direct,1,134,0,0,0.6824,False,True,False,CLASS_0,2.114,4.5
Policy_A_Direct,1,135,1,0,0.683,False,False,True,CLASS_0,2.67,4.5
Policy_A_Direct,1,136,1,1,0.8495,False,True,False,CLASS_1,2.065,4.5
Policy_A_Direct,1,137,1,1,0.5209,False,True,False,CLASS_1,2.135,4.5
Policy_A_Direct,1,138,1,1,0.8363,False,True,False,CLASS_1,2.143,4.5
Policy_A_Direct,1,139,0,1,0.9606,False,False,True,CLASS_1,2.624,4.5
Policy_A_Direct,1,140,0,1,0.7312,False,False,True,CLASS_1,2.123,4.5
Policy_A_Direct,1,141,0,0,0.6452,False,True,False,CLASS_0,2.393,4.5
Policy_A_Direct,1,142,0,0,0.7372,False,True,False,CLASS_0,2.831,4.5
Policy_A_Direct,1,143,1,1,0.9954,False,True,False,CLASS_1,2.242,4.5
Policy_A_Direct,1,144,0,1,0.7987,False,False,True,CLASS_1,2.363,4.5
Policy_A_Direct,1,145,0,1,0.9091,False,False,True,CLASS_1,2.311,4.5
Policy_A_Direct,1,146,1,1,0.858,False,True,False,CLASS_1,2.311,4.5
Policy_A_Direct,1,147,1,1,0.9997,False,True,False,CLASS_1,2.271,4.5
Policy_A_Direct,1,148,0,1,0.5526,False,False,True,CLASS_1,2.187,4.5
Policy_A_Direct,1,149,0,1,0.7633,False,False,True,CLASS_1,2.216,4.5
Policy_A_Direct,1,150,1,1,0.9262,False,True,False,CLASS_1,2.287,4.5
Policy_A_Direct,1,151,1,1,0.9119,False,True,False,CLASS_1,2.283,4.5
Policy_A_Direct,1,152,1,1,0.9135,False,True,False,CLASS_1,2.237,4.5
Policy_A_Direct,1,153,1,1,0.93,False,True,False,CLASS_1,2.4,4.5
Policy_A_Direct,1,154,1,1,0.9056,False,True,False,CLASS_1,2.169,4.5
Policy_A_Direct,1,155,1,1,1.0,False,True,False,CLASS_1,2.38,4.5
Policy_A_Direct,1,156,1,1,0.8874,False,True,False,CLASS_1,2.375,4.5
Policy_A_Direct,1,157,0,1,0.9804,False,False,True,CLASS_1,2.353,4.5
Policy_A_Direct,1,158,1,1,0.9932,False,True,False,CLASS_1,2.361,4.5
Policy_A_Direct,1,159,1,0,0.816,False,False,True,CLASS_0,2.382,4.5
Policy_A_Direct,1,160,0,1,0.7998,False,False,True,CLASS_1,2.403,4.5
Policy_B_ConfidenceGated,1,1,1,1,0.7908,True,False,False,ABSTAIN,2.251,4.5
Policy_B_ConfidenceGated,1,2,0,0,0.9728,True,False,False,ABSTAIN,1.973,4.5
Policy_B_ConfidenceGated,1,3,1,1,0.6677,True,False,False,ABSTAIN,1.872,4.5
Policy_B_ConfidenceGated,1,4,0,0,0.953,True,False,False,ABSTAIN,1.953,4.5
Policy_B_ConfidenceGated,1,5,0,0,0.6687,True,False,False,ABSTAIN,1.905,4.5
Policy_B_ConfidenceGated,1,6,0,1,0.73,True,False,False,ABSTAIN,1.933,4.5
Policy_B_ConfidenceGated,1,7,1,0,0.517,True,False,False,ABSTAIN,1.884,4.5
Policy_B_ConfidenceGated,1,8,0,1,0.6927,True,False,False,ABSTAIN,2.391,4.5
Policy_B_ConfidenceGated,1,9,0,1,0.7141,True,False,False,ABSTAIN,1.853,4.5
Policy_B_ConfidenceGated,1,10,0,0,0.7863,True,False,False,ABSTAIN,1.864,4.5
Policy_B_ConfidenceGated,1,11,1,1,0.9653,True,False,False,ABSTAIN,1.847,4.5
Policy_B_ConfidenceGated,1,12,0,1,0.9406,False,False,True,CLASS_1,2.221,4.5
Policy_B_ConfidenceGated,1,13,1,1,0.9663,True,False,False,ABSTAIN,1.938,4.5
Policy_B_ConfidenceGated,1,14,0,0,0.669,True,False,False,ABSTAIN,1.914,4.5
Policy_B_ConfidenceGated,1,15,1,1,0.9188,True,False,False,ABSTAIN,1.877,4.5
Policy_B_ConfidenceGated,1,16,0,0,0.9964,True,False,False,ABSTAIN,1.822,4.5
Policy_B_ConfidenceGated,1,17,0,0,0.879,False,True,False,CLASS_0,2.092,4.5
Policy_B_ConfidenceGated,1,18,0,0,0.7073,True,False,False,ABSTAIN,1.951,4.5
Policy_B_ConfidenceGated,1,19,0,1,0.8996,True,False,False,ABSTAIN,1.946,4.5
Policy_B_ConfidenceGated,1,20,0,0,0.9215,True,False,False,ABSTAIN,1.917,4.5
Policy_B_ConfidenceGated,1,21,1,1,0.8967,True,False,False,ABSTAIN,2.525,4.5
Policy_B_ConfidenceGated,1,22,1,1,0.9868,False,True,False,CLASS_1,2.021,4.5
Policy_B_ConfidenceGated,1,23,1,1,0.8605,True,False,False,ABSTAIN,1.971,4.5
Policy_B_ConfidenceGated,1,24,0,1,0.8295,True,False,False,ABSTAIN,2.132,4.5
Policy_B_ConfidenceGated,1,25,1,1,0.9796,True,False,False,ABSTAIN,2.093,4.5
Policy_B_ConfidenceGated,1,26,1,1,0.9274,False,True,False,CLASS_1,2.179,4.5
Policy_B_ConfidenceGated,1,27,1,1,0.8481,True,False,False,ABSTAIN,2.349,4.5
Policy_B_ConfidenceGated,1,28,1,1,0.9872,False,True,False,CLASS_1,2.442,4.5
Policy_B_ConfidenceGated,1,29,0,0,0.8687,True,False,False,ABSTAIN,1.973,4.5
Policy_B_ConfidenceGated,1,30,1,0,0.8832,False,False,True,CLASS_0,1.942,4.5
Policy_B_ConfidenceGated,1,31,1,1,0.9461,True,False,False,ABSTAIN,1.968,4.5
Policy_B_ConfidenceGated,1,32,1,1,0.8058,True,False,False,ABSTAIN,2.396,4.5
Policy_B_ConfidenceGated,1,33,0,0,0.9428,True,False,False,ABSTAIN,1.995,4.5
Policy_B_ConfidenceGated,1,34,0,0,0.9307,False,True,False,CLASS_0,2.092,4.5
Policy_B_ConfidenceGated,1,35,1,1,0.9726,True,False,False,ABSTAIN,2.033,4.5
Policy_B_ConfidenceGated,1,36,1,1,0.9138,False,True,False,CLASS_1,2.359,4.5
Policy_B_ConfidenceGated,1,37,0,0,0.6187,True,False,False,ABSTAIN,2.056,4.5
Policy_B_ConfidenceGated,1,38,1,1,0.8927,True,False,False,ABSTAIN,2.075,4.5
Policy_B_ConfidenceGated,1,39,0,0,0.5685,True,False,False,ABSTAIN,2.065,4.5
Policy_B_ConfidenceGated,1,40,1,1,0.9939,True,False,False,ABSTAIN,2.564,4.5
Policy_B_ConfidenceGated,1,41,1,1,0.9338,False,True,False,CLASS_1,2.001,4.5
Policy_B_ConfidenceGated,1,42,0,1,0.9509,True,False,False,ABSTAIN,2.048,4.5
Policy_B_ConfidenceGated,1,43,0,1,0.6216,True,False,False,ABSTAIN,2.016,4.5
Policy_B_ConfidenceGated,1,44,1,0,0.7745,True,False,False,ABSTAIN,2.385,4.5
Policy_B_ConfidenceGated,1,45,0,1,0.6381,True,False,False,ABSTAIN,2.131,4.5
Policy_B_ConfidenceGated,1,46,0,0,0.6173,True,False,False,ABSTAIN,2.295,4.5
Policy_B_ConfidenceGated,1,47,0,0,0.6234,True,False,False,ABSTAIN,2.427,4.5
Policy_B_ConfidenceGated,1,48,1,1,0.8235,True,False,False,ABSTAIN,2.541,4.5
Policy_B_ConfidenceGated,1,49,0,1,0.7478,True,False,False,ABSTAIN,2.039,4.5
Policy_B_ConfidenceGated,1,50,0,0,0.9733,True,False,False,ABSTAIN,2.216,4.5
Policy_B_ConfidenceGated,1,51,1,1,0.6756,True,False,False,ABSTAIN,2.415,4.5
Policy_B_ConfidenceGated,1,52,1,1,0.9916,True,False,False,ABSTAIN,2.092,4.5
Policy_B_ConfidenceGated,1,53,1,1,0.9216,False,True,False,CLASS_1,2.177,4.5
Policy_B_ConfidenceGated,1,54,0,0,0.6203,True,False,False,ABSTAIN,2.153,4.5
Policy_B_ConfidenceGated,1,55,1,0,0.5154,True,False,False,ABSTAIN,2.29,4.5
Policy_B_ConfidenceGated,1,56,1,0,0.5101,True,False,False,ABSTAIN,2.173,4.5
Policy_B_ConfidenceGated,1,57,1,1,0.9162,True,False,False,ABSTAIN,2.142,4.5
Policy_B_ConfidenceGated,1,58,0,1,0.8283,True,False,False,ABSTAIN,2.139,4.5
Policy_B_ConfidenceGated,1,59,1,1,0.7509,True,False,False,ABSTAIN,2.275,4.5
Policy_B_ConfidenceGated,1,60,0,1,0.9509,True,False,False,ABSTAIN,2.262,4.5
Policy_B_ConfidenceGated,1,61,1,1,0.8864,False,True,False,CLASS_1,2.134,4.5
Policy_B_ConfidenceGated,1,62,0,0,0.8737,True,False,False,ABSTAIN,2.104,4.5
Policy_B_ConfidenceGated,1,63,1,1,0.9459,True,False,False,ABSTAIN,2.096,4.5
Policy_B_ConfidenceGated,1,64,1,1,0.6641,True,False,False,ABSTAIN,2.432,4.5
Policy_B_ConfidenceGated,1,65,1,0,0.5746,True,False,False,ABSTAIN,2.446,4.5
Policy_B_ConfidenceGated,1,66,0,0,0.7294,True,False,False,ABSTAIN,2.386,4.5
Policy_B_ConfidenceGated,1,67,0,0,0.8594,True,False,False,ABSTAIN,2.054,4.5
Policy_B_ConfidenceGated,1,68,0,0,0.9193,False,True,False,CLASS_0,2.672,4.5
Policy_B_ConfidenceGated,1,69,0,0,0.9869,True,False,False,ABSTAIN,2.241,4.5
Policy_B_ConfidenceGated,1,70,0,1,0.5663,True,False,False,ABSTAIN,2.289,4.5
Policy_B_ConfidenceGated,1,71,1,0,0.7268,True,False,False,ABSTAIN,2.285,4.5
Policy_B_ConfidenceGated,1,72,1,1,0.9626,True,False,False,ABSTAIN,2.245,4.5
Policy_B_ConfidenceGated,1,73,1,1,0.9633,False,True,False,CLASS_1,2.234,4.5
Policy_B_ConfidenceGated,1,74,0,0,0.9095,True,False,False,ABSTAIN,2.06,4.5
Policy_B_ConfidenceGated,1,75,0,0,0.7293,True,False,False,ABSTAIN,2.109,4.5
Policy_B_ConfidenceGated,1,76,1,0,0.5682,True,False,False,ABSTAIN,2.099,4.5
Policy_B_ConfidenceGated,1,77,1,0,0.5798,True,False,False,ABSTAIN,2.189,4.5
Policy_B_ConfidenceGated,1,78,0,0,0.7337,True,False,False,ABSTAIN,1.992,4.5
Policy_B_ConfidenceGated,1,79,0,0,0.9848,True,False,False,ABSTAIN,1.992,4.5
Policy_B_ConfidenceGated,1,80,1,1,0.911,True,False,False,ABSTAIN,2.106,4.5
Policy_B_ConfidenceGated,1,81,1,1,0.9731,False,True,False,CLASS_1,2.079,4.5
Policy_B_ConfidenceGated,1,82,1,1,0.8257,True,False,False,ABSTAIN,1.921,4.5
Policy_B_ConfidenceGated,1,83,1,1,0.673,True,False,False,ABSTAIN,1.911,4.5
Policy_B_ConfidenceGated,1,84,0,0,0.9929,True,False,False,ABSTAIN,1.835,4.5
Policy_B_ConfidenceGated,1,85,1,1,0.7664,True,False,False,ABSTAIN,1.916,4.5
Policy_B_ConfidenceGated,1,86,0,0,0.655,True,False,False,ABSTAIN,1.861,4.5
Policy_B_ConfidenceGated,1,87,0,0,0.9238,True,False,False,ABSTAIN,1.94,4.5
Policy_B_ConfidenceGated,1,88,1,0,0.6621,True,False,False,ABSTAIN,2.016,4.5
Policy_B_ConfidenceGated,1,89,1,1,0.9863,True,False,False,ABSTAIN,1.996,4.5
Policy_B_ConfidenceGated,1,90,0,1,0.7888,True,False,False,ABSTAIN,2.171,4.5
Policy_B_ConfidenceGated,1,91,0,0,0.86,True,False,False,ABSTAIN,2.135,4.5
Policy_B_ConfidenceGated,1,92,0,1,0.6698,True,False,False,ABSTAIN,2.12,4.5
Policy_B_ConfidenceGated,1,93,0,0,0.866,True,False,False,ABSTAIN,1.846,4.5
Policy_B_ConfidenceGated,1,94,0,1,0.7262,True,False,False,ABSTAIN,2.152,4.5
Policy_B_ConfidenceGated,1,95,0,0,0.8413,True,False,False,ABSTAIN,2.108,4.5
Policy_B_ConfidenceGated,1,96,0,0,0.898,False,True,False,CLASS_0,2.122,4.5
Policy_B_ConfidenceGated,1,97,1,1,0.9467,True,False,False,ABSTAIN,2.141,4.5
Policy_B_ConfidenceGated,1,98,1,1,0.9793,False,True,False,CLASS_1,2.062,4.5
Policy_B_ConfidenceGated,1,99,1,0,0.7058,True,False,False,ABSTAIN,1.902,4.5
Policy_B_ConfidenceGated,1,100,1,1,0.8234,True,False,False,ABSTAIN,2.126,4.5
Policy_B_ConfidenceGated,1,101,1,1,0.7196,True,False,False,ABSTAIN,1.947,4.5
Policy_B_ConfidenceGated,1,102,0,0,0.5082,True,False,False,ABSTAIN,2.209,4.5
Policy_B_ConfidenceGated,1,103,0,1,0.8003,True,False,False,ABSTAIN,2.333,4.5
Policy_B_ConfidenceGated,1,104,1,1,0.9701,True,False,False,ABSTAIN,2.324,4.5
Policy_B_ConfidenceGated,1,105,0,1,0.6024,True,False,False,ABSTAIN,2.295,4.5
Policy_B_ConfidenceGated,1,106,0,0,0.8676,True,False,False,ABSTAIN,2.174,4.5
Policy_B_ConfidenceGated,1,107,1,1,0.9706,True,False,False,ABSTAIN,2.388,4.5
Policy_B_ConfidenceGated,1,108,0,0,0.9097,True,False,False,ABSTAIN,2.466,4.5
Policy_B_ConfidenceGated,1,109,0,0,0.5006,True,False,False,ABSTAIN,2.406,4.5
Policy_B_ConfidenceGated,1,110,0,0,0.8253,True,False,False,ABSTAIN,2.319,4.5
Policy_B_ConfidenceGated,1,111,0,0,0.8405,True,False,False,ABSTAIN,2.474,4.5
Policy_B_ConfidenceGated,1,112,1,1,0.8379,True,False,False,ABSTAIN,2.432,4.5
Policy_B_ConfidenceGated,1,113,1,1,0.9839,False,True,False,CLASS_1,2.221,4.5
Policy_B_ConfidenceGated,1,114,1,0,0.6002,True,False,False,ABSTAIN,2.32,4.5
Policy_B_ConfidenceGated,1,115,1,1,0.9285,True,False,False,ABSTAIN,2.294,4.5
Policy_B_ConfidenceGated,1,116,1,1,0.7553,True,False,False,ABSTAIN,2.336,4.5
Policy_B_ConfidenceGated,1,117,0,0,0.7485,True,False,False,ABSTAIN,2.438,4.5
Policy_B_ConfidenceGated,1,118,1,1,0.995,True,False,False,ABSTAIN,2.377,4.5
Policy_B_ConfidenceGated,1,119,1,1,0.5158,True,False,False,ABSTAIN,2.34,4.5
Policy_B_ConfidenceGated,1,120,0,0,0.631,True,False,False,ABSTAIN,2.18,4.5
Policy_B_ConfidenceGated,1,121,0,0,0.9906,True,False,False,ABSTAIN,2.181,4.5
Policy_B_ConfidenceGated,1,122,0,1,0.6252,True,False,False,ABSTAIN,2.204,4.5
Policy_B_ConfidenceGated,1,123,0,0,0.8043,True,False,False,ABSTAIN,2.24,4.5
Policy_B_ConfidenceGated,1,124,0,0,0.9813,True,False,False,ABSTAIN,2.374,4.5
Policy_B_ConfidenceGated,1,125,0,0,0.686,True,False,False,ABSTAIN,2.57,4.5
Policy_B_ConfidenceGated,1,126,0,0,0.99,True,False,False,ABSTAIN,2.311,4.5
Policy_B_ConfidenceGated,1,127,1,1,0.7969,True,False,False,ABSTAIN,2.269,4.5
Policy_B_ConfidenceGated,1,128,0,1,0.7142,True,False,False,ABSTAIN,2.284,4.5
Policy_B_ConfidenceGated,1,129,1,0,0.5743,True,False,False,ABSTAIN,2.314,4.5
Policy_B_ConfidenceGated,1,130,0,1,0.8502,True,False,False,ABSTAIN,2.25,4.5
Policy_B_ConfidenceGated,1,131,1,1,0.8531,False,True,False,CLASS_1,2.209,4.5
Policy_B_ConfidenceGated,1,132,1,0,0.9128,True,False,False,ABSTAIN,2.202,4.5
Policy_B_ConfidenceGated,1,133,0,0,0.9647,False,True,False,CLASS_0,2.41,4.5
Policy_B_ConfidenceGated,1,134,0,0,0.6824,True,False,False,ABSTAIN,2.201,4.5
Policy_B_ConfidenceGated,1,135,1,0,0.683,True,False,False,ABSTAIN,2.547,4.5
Policy_B_ConfidenceGated,1,136,1,1,0.8495,True,False,False,ABSTAIN,2.444,4.5
Policy_B_ConfidenceGated,1,137,1,1,0.5209,True,False,False,ABSTAIN,2.443,4.5
Policy_B_ConfidenceGated,1,138,1,1,0.8363,True,False,False,ABSTAIN,2.508,4.5
