policy,subject,trial,true_label,decoded,confidence,abstained,correct,unsafe_action,intent,latency_ms,trial_duration_s
Policy_A_Direct,1,87,0,0,0.9238380193710327,False,True,False,CLASS_0,2.563,4.5
Policy_A_Direct,1,88,1,0,0.6620581746101379,False,False,True,CLASS_0,2.552,4.5
Policy_A_Direct,1,89,1,1,0.9862594604492188,False,True,False,CLASS_1,2.681,4.5
Policy_A_Direct,1,90,0,1,0.7888281345367432,False,False,True,CLASS_1,2.64,4.5
Policy_A_Direct,1,91,0,0,0.860025942325592,False,True,False,CLASS_0,2.523,4.5
Policy_A_Direct,1,92,0,1,0.6698015332221985,False,False,True,CLASS_1,2.585,4.5
Policy_A_Direct,1,93,0,0,0.8659511208534241,False,True,False,CLASS_0,2.519,4.5
Policy_A_Direct,1,94,0,1,0.7261887192726135,False,False,True,CLASS_1,2.493,4.5
Policy_A_Direct,1,95,0,0,0.8412728905677795,False,True,False,CLASS_0,2.622,4.5
Policy_A_Direct,1,96,0,0,0.8979654312133789,False,True,False,CLASS_0,2.675,4.5
Policy_A_Direct,1,97,1,1,0.9467463493347168,False,True,False,CLASS_1,2.657,4.5
Policy_A_Direct,1,98,1,1,0.9793492555618286,False,True,False,CLASS_1,2.819,4.5
Policy_A_Direct,1,99,1,0,0.7058499455451965,False,False,True,CLASS_0,2.734,4.5
Policy_A_Direct,1,100,1,1,0.8233776092529297,False,True,False,CLASS_1,2.673,4.5
Policy_A_Direct,1,101,1,1,0.7196122407913208,False,True,False,CLASS_1,2.922,4.5
Policy_A_Direct,1,102,0,0,0.5081530809402466,False,True,False,CLASS_0,2.67,4.5
Policy_A_Direct,1,103,0,1,0.8003370761871338,False,False,True,CLASS_1,2.653,4.5
Policy_A_Direct,1,104,1,1,0.9701067209243774,False,True,False,CLASS_1,2.799,4.5
Policy_A_Direct,1,105,0,1,0.6023977398872375,False,False,True,CLASS_1,2.75,4.5
Policy_A_Direct,1,106,0,0,0.8675782680511475,False,True,False,CLASS_0,2.672,4.5
Policy_A_Direct,1,107,1,1,0.9706293940544128,False,True,False,CLASS_1,2.766,4.5
Policy_A_Direct,1,108,0,0,0.9096790552139282,False,True,False,CLASS_0,2.814,4.5
Policy_A_Direct,1,109,0,0,0.5006074905395508,False,True,False,CLASS_0,2.62,4.5
Policy_A_Direct,1,110,0,0,0.8253011107444763,False,True,False,CLASS_0,2.755,4.5
Policy_A_Direct,1,111,0,0,0.8405044674873352,False,True,False,CLASS_0,2.627,4.5
Policy_A_Direct,1,112,1,1,0.8378527760505676,False,True,False,CLASS_1,2.682,4.5
Policy_A_Direct,1,113,1,1,0.9838617444038391,False,True,False,CLASS_1,2.761,4.5
Policy_A_Direct,1,114,1,0,0.6001850962638855,False,False,True,CLASS_0,2.673,4.5
Policy_A_Direct,1,115,1,1,0.9285149574279785,False,True,False,CLASS_1,2.602,4.5
Policy_A_Direct,1,116,1,1,0.7553414702415466,False,True,False,CLASS_1,2.767,4.5
Policy_A_Direct,1,117,0,0,0.7484830021858215,False,True,False,CLASS_0,2.735,4.5
Policy_A_Direct,1,118,1,1,0.9950183629989624,False,True,False,CLASS_1,2.646,4.5
Policy_A_Direct,1,119,1,1,0.5158164501190186,False,True,False,CLASS_1,2.809,4.5
Policy_A_Direct,1,120,0,0,0.6309618949890137,False,True,False,CLASS_0,2.745,4.5
Policy_A_Direct,1,121,0,0,0.9905866980552673,False,True,False,CLASS_0,2.656,4.5
Policy_A_Direct,1,122,0,1,0.6252418160438538,False,False,True,CLASS_1,2.674,4.5
Policy_A_Direct,1,123,0,0,0.8042682409286499,False,True,False,CLASS_0,2.652,4.5
Policy_A_Direct,1,124,0,0,0.9812988638877869,False,True,False,CLASS_0,2.668,4.5
Policy_A_Direct,1,125,0,0,0.6860059499740601,False,True,False,CLASS_0,2.827,4.5
Policy_A_Direct,1,126,0,0,0.990038275718689,False,True,False,CLASS_0,2.791,4.5
Policy_A_Direct,1,127,1,1,0.7969121932983398,False,True,False,CLASS_1,2.624,4.5
Policy_A_Direct,1,128,0,1,0.7142241597175598,False,False,True,CLASS_1,2.801,4.5
Policy_A_Direct,1,129,1,0,0.574312150478363,False,False,True,CLASS_0,2.841,4.5
Policy_A_Direct,1,130,0,1,0.8501803278923035,False,False,True,CLASS_1,2.728,4.5
Policy_A_Direct,1,131,1,1,0.8530604243278503,False,True,False,CLASS_1,2.786,4.5
Policy_A_Direct,1,132,1,0,0.9127954840660095,False,False,True,CLASS_0,2.805,4.5
Policy_A_Direct,1,133,0,0,0.96470046043396,False,True,False,CLASS_0,2.72,4.5
Policy_A_Direct,1,134,0,0,0.6824418306350708,False,True,False,CLASS_0,2.737,4.5
Policy_A_Direct,1,135,1,0,0.6830273270606995,False,False,True,CLASS_0,2.865,4.5
Policy_A_Direct,1,136,1,1,0.8495348691940308,False,True,False,CLASS_1,2.723,4.5
Policy_A_Direct,1,137,1,1,0.5209289789199829,False,True,False,CLASS_1,3.159,4.5
Policy_A_Direct,1,138,1,1,0.8363107442855835,False,True,False,CLASS_1,2.826,4.5
Policy_A_Direct,1,139,0,1,0.960615873336792,False,False,True,CLASS_1,2.612,4.5
Policy_A_Direct,1,140,0,1,0.731204092502594,False,False,True,CLASS_1,2.595,4.5
Policy_A_Direct,1,141,0,0,0.6452065110206604,False,True,False,CLASS_0,2.555,4.5
Policy_A_Direct,1,142,0,0,0.7372244000434875,False,True,False,CLASS_0,2.483,4.5
Policy_A_Direct,1,143,1,1,0.9954362511634827,False,True,False,CLASS_1,2.695,4.5
Policy_A_Direct,1,144,0,1,0.798679769039154,False,False,True,CLASS_1,2.697,4.5
Policy_A_Direct,1,145,0,1,0.909117579460144,False,False,True,CLASS_1,2.734,4.5
Policy_A_Direct,1,146,1,1,0.8579543232917786,False,True,False,CLASS_1,2.694,4.5
Policy_A_Direct,1,147,1,1,0.9997038245201111,False,True,False,CLASS_1,2.761,4.5
Policy_A_Direct,1,148,0,1,0.5526385307312012,False,False,True,CLASS_1,2.624,4.5
Policy_A_Direct,1,149,0,1,0.7633371949195862,False,False,True,CLASS_1,2.828,4.5
Policy_A_Direct,1,150,1,1,0.9262479543685913,False,True,False,CLASS_1,2.705,4.5
Policy_A_Direct,1,151,1,1,0.9118840098381042,False,True,False,CLASS_1,2.78,4.5
Policy_A_Direct,1,152,1,1,0.9135127663612366,False,True,False,CLASS_1,2.681,4.5
Policy_A_Direct,1,153,1,1,0.9300356507301331,False,True,False,CLASS_1,2.859,4.5
Policy_A_Direct,1,154,1,1,0.9056186676025391,False,True,False,CLASS_1,2.757,4.5
Policy_A_Direct,1,155,1,1,0.9999915361404419,False,True,False,CLASS_1,2.734,4.5
Policy_A_Direct,1,156,1,1,0.8874202370643616,False,True,False,CLASS_1,2.821,4.5
Policy_A_Direct,1,157,0,1,0.9804350137710571,False,False,True,CLASS_1,2.711,4.5
Policy_A_Direct,1,158,1,1,0.9932204484939575,False,True,False,CLASS_1,2.664,4.5
Policy_A_Direct,1,159,1,0,0.8159688115119934,False,False,True,CLASS_0,2.727,4.5
Policy_A_Direct,1,160,0,1,0.7998473048210144,False,False,True,CLASS_1,2.659,4.5
Policy_B_ConfidenceGated,1,1,1,1,0.7908211946487427,True,False,False,ABSTAIN,3.224,4.5
Policy_B_ConfidenceGated,1,2,0,0,0.9728135466575623,False,True,False,CLASS_0,2.255,4.5
Policy_B_ConfidenceGated,1,3,1,1,0.6677310466766357,True,False,False,ABSTAIN,2.187,4.5
Policy_B_ConfidenceGated,1,4,0,0,0.9529657959938049,False,True,False,CLASS_0,2.232,4.5
Policy_B_ConfidenceGated,1,5,0,0,0.6686614155769348,True,False,False,ABSTAIN,2.291,4.5
Policy_B_ConfidenceGated,1,6,0,1,0.7300199270248413,True,False,False,ABSTAIN,2.317,4.5
Policy_B_ConfidenceGated,1,7,1,0,0.5170305967330933,True,False,False,ABSTAIN,2.246,4.5
Policy_B_ConfidenceGated,1,8,0,1,0.6927056908607483,True,False,False,ABSTAIN,2.221,4.5
Policy_B_ConfidenceGated,1,9,0,1,0.7141453623771667,True,False,False,ABSTAIN,2.174,4.5
Policy_B_ConfidenceGated,1,10,0,0,0.7862574458122253,True,False,False,ABSTAIN,2.191,4.5
Policy_B_ConfidenceGated,1,11,1,1,0.9652962684631348,False,True,False,CLASS_1,2.208,4.5
Policy_B_ConfidenceGated,1,12,0,1,0.9406419396400452,False,False,True,CLASS_1,2.178,4.5
Policy_B_ConfidenceGated,1,13,1,1,0.9663243889808655,False,True,False,CLASS_1,2.197,4.5
Policy_B_ConfidenceGated,1,14,0,0,0.6689632534980774,True,False,False,ABSTAIN,2.146,4.5
Policy_B_ConfidenceGated,1,15,1,1,0.9188159704208374,False,True,False,CLASS_1,2.128,4.5
Policy_B_ConfidenceGated,1,16,0,0,0.9963777661323547,False,True,False,CLASS_0,2.115,4.5
Policy_B_ConfidenceGated,1,17,0,0,0.8789838552474976,False,True,False,CLASS_0,2.108,4.5
Policy_B_ConfidenceGated,1,18,0,0,0.7072550654411316,True,False,False,ABSTAIN,2.226,4.5
Policy_B_ConfidenceGated,1,19,0,1,0.899572491645813,False,False,True,CLASS_1,2.113,4.5
Policy_B_ConfidenceGated,1,20,0,0,0.921517014503479,False,True,False,CLASS_0,2.164,4.5
Policy_B_ConfidenceGated,1,21,1,1,0.8966516256332397,False,True,False,CLASS_1,2.473,4.5
Policy_B_ConfidenceGated,1,22,1,1,0.9867638945579529,False,True,False,CLASS_1,2.176,4.5
Policy_B_ConfidenceGated,1,23,1,1,0.8604635000228882,False,True,False,CLASS_1,2.509,4.5
Policy_B_ConfidenceGated,1,24,0,1,0.8295392394065857,True,False,False,ABSTAIN,2.49,4.5
Policy_B_ConfidenceGated,1,25,1,1,0.9796110391616821,False,True,False,CLASS_1,2.26,4.5
Policy_B_ConfidenceGated,1,26,1,1,0.9273943305015564,False,True,False,CLASS_1,2.313,4.5
Policy_B_ConfidenceGated,1,27,1,1,0.8480510711669922,False,True,False,CLASS_1,2.318,4.5
Policy_B_ConfidenceGated,1,28,1,1,0.9871877431869507,False,True,False,CLASS_1,2.294,4.5
Policy_B_ConfidenceGated,1,29,0,0,0.8687261343002319,False,True,False,CLASS_0,2.319,4.5
Policy_B_ConfidenceGated,1,30,1,0,0.8832003474235535,False,False,True,CLASS_0,2.242,4.5
Policy_B_ConfidenceGated,1,31,1,1,0.9461458921432495,False,True,False,CLASS_1,2.281,4.5
Policy_B_ConfidenceGated,1,32,1,1,0.8058123588562012,True,False,False,ABSTAIN,2.267,4.5
Policy_B_ConfidenceGated,1,33,0,0,0.9427645802497864,False,True,False,CLASS_0,2.267,4.5
Policy_B_ConfidenceGated,1,34,0,0,0.9306565523147583,False,True,False,CLASS_0,2.291,4.5
Policy_B_ConfidenceGated,1,35,1,1,0.9725767970085144,False,True,False,CLASS_1,2.243,4.5
Policy_B_ConfidenceGated,1,36,1,1,0.9137798547744751,False,True,False,CLASS_1,2.283,4.5
Policy_B_ConfidenceGated,1,37,0,0,0.6186552047729492,True,False,False,ABSTAIN,2.277,4.5
Policy_B_ConfidenceGated,1,38,1,1,0.8927064538002014,False,True,False,CLASS_1,2.307,4.5
Policy_B_ConfidenceGated,1,39,0,0,0.5684725046157837,True,False,False,ABSTAIN,2.486,4.5
Policy_B_ConfidenceGated,1,40,1,1,0.993868887424469,False,True,False,CLASS_1,2.336,4.5
Policy_B_ConfidenceGated,1,41,1,1,0.9338416457176208,False,True,False,CLASS_1,2.551,4.5
Policy_B_ConfidenceGated,1,42,0,1,0.950896680355072,False,False,True,CLASS_1,2.476,4.5
Policy_B_ConfidenceGated,1,43,0,1,0.6215922832489014,True,False,False,ABSTAIN,2.507,4.5
Policy_B_ConfidenceGated,1,44,1,0,0.7744717001914978,True,False,False,ABSTAIN,2.478,4.5
Policy_B_ConfidenceGated,1,45,0,1,0.6380831003189087,True,False,False,ABSTAIN,2.398,4.5
Policy_B_ConfidenceGated,1,46,0,0,0.6172513365745544,True,False,False,ABSTAIN,2.372,4.5
Policy_B_ConfidenceGated,1,47,0,0,0.6234208941459656,True,False,False,ABSTAIN,2.362,4.5
Policy_B_ConfidenceGated,1,48,1,1,0.8234827518463135,True,False,False,ABSTAIN,2.442,4.5
Policy_B_ConfidenceGated,1,49,0,1,0.7477593421936035,True,False,False,ABSTAIN,2.388,4.5
Policy_B_ConfidenceGated,1,50,0,0,0.9733074307441711,False,True,False,CLASS_0,2.37,4.5
Policy_B_ConfidenceGated,1,51,1,1,0.6755869388580322,True,False,False,ABSTAIN,2.439,4.5
Policy_B_ConfidenceGated,1,52,1,1,0.9916437268257141,False,True,False,CLASS_1,2.42,4.5
Policy_B_ConfidenceGated,1,53,1,1,0.9215519428253174,False,True,False,CLASS_1,2.398,4.5
Policy_B_ConfidenceGated,1,54,0,0,0.6203435659408569,True,False,False,ABSTAIN,2.43,4.5
Policy_B_ConfidenceGated,1,55,1,0,0.5153688192367554,True,False,False,ABSTAIN,2.433,4.5
Policy_B_ConfidenceGated,1,56,1,0,0.5101109147071838,True,False,False,ABSTAIN,2.528,4.5
Policy_B_ConfidenceGated,1,57,1,1,0.9161600470542908,False,True,False,CLASS_1,2.511,4.5
Policy_B_ConfidenceGated,1,58,0,1,0.8283095359802246,True,False,False,ABSTAIN,2.52,4.5
Policy_B_ConfidenceGated,1,59,1,1,0.750865638256073,True,False,False,ABSTAIN,2.462,4.5
Policy_B_ConfidenceGated,1,60,0,1,0.9509005546569824,False,False,True,CLASS_1,2.405,4.5
Policy_B_ConfidenceGated,1,61,1,1,0.8864038586616516,False,True,False,CLASS_1,2.43,4.5
Policy_B_ConfidenceGated,1,62,0,0,0.8737074732780457,False,True,False,CLASS_0,2.434,4.5
Policy_B_ConfidenceGated,1,63,1,1,0.9459472298622131,False,True,False,CLASS_1,2.71,4.5
Policy_B_ConfidenceGated,1,64,1,1,0.6641318202018738,True,False,False,ABSTAIN,2.511,4.5
Policy_B_ConfidenceGated,1,65,1,0,0.5745720863342285,True,False,False,ABSTAIN,2.48,4.5
Policy_B_ConfidenceGated,1,66,0,0,0.7294442653656006,True,False,False,ABSTAIN,2.477,4.5
Policy_B_ConfidenceGated,1,67,0,0,0.8593921661376953,False,True,False,CLASS_0,2.487,4.5
Policy_B_ConfidenceGated,1,68,0,0,0.919308066368103,False,True,False,CLASS_0,2.928,4.5
Policy_B_ConfidenceGated,1,69,0,0,0.9869428873062134,False,True,False,CLASS_0,3.072,4.5
Policy_B_ConfidenceGated,1,70,0,1,0.5663244128227234,True,False,False,ABSTAIN,2.901,4.5
Policy_B_ConfidenceGated,1,71,1,0,0.7267612218856812,True,False,False,ABSTAIN,2.952,4.5
Policy_B_ConfidenceGated,1,72,1,1,0.9625755548477173,False,True,False,CLASS_1,2.914,4.5
Policy_B_ConfidenceGated,1,73,1,1,0.9632573127746582,False,True,False,CLASS_1,2.809,4.5
Policy_B_ConfidenceGated,1,74,0,0,0.9094752669334412,False,True,False,CLASS_0,2.978,4.5
Policy_B_ConfidenceGated,1,75,0,0,0.7292727828025818,True,False,False,ABSTAIN,3.833,4.5
Policy_B_ConfidenceGated,1,76,1,0,0.5682398080825806,True,False,False,ABSTAIN,3.014,4.5
Policy_B_ConfidenceGated,1,77,1,0,0.5798333883285522,True,False,False,ABSTAIN,2.796,4.5
Policy_B_ConfidenceGated,1,78,0,0,0.7337201833724976,True,False,False,ABSTAIN,2.868,4.5
Policy_B_ConfidenceGated,1,79,0,0,0.9847502708435059,False,True,False,CLASS_0,2.799,4.5
Policy_B_ConfidenceGated,1,80,1,1,0.9110186696052551,False,True,False,CLASS_1,2.964,4.5
Policy_B_ConfidenceGated,1,81,1,1,0.9730628132820129,False,True,False,CLASS_1,3.301,4.5
Policy_B_ConfidenceGated,1,82,1,1,0.8257232904434204,True,False,False,ABSTAIN,3.092,4.5
Policy_B_ConfidenceGated,1,83,1,1,0.672974169254303,True,False,False,ABSTAIN,3.095,4.5
Policy_B_ConfidenceGated,1,84,0,0,0.9928653240203857,False,True,False,CLASS_0,3.22,4.5
Policy_B_ConfidenceGated,1,85,1,1,0.7664133310317993,True,False,False,ABSTAIN,3.211,4.5
Policy_B_ConfidenceGated,1,86,0,0,0.6550378203392029,True,False,False,ABSTAIN,3.668,4.5
Policy_B_ConfidenceGated,1,87,0,0,0.9238380193710327,False,True,False,CLASS_0,3.721,4.5
Policy_B_ConfidenceGated,1,88,1,0,0.6620581746101379,True,False,False,ABSTAIN,3.523,4.5
Policy_B_ConfidenceGated,1,89,1,1,0.9862594604492188,False,True,False,CLASS_1,3.32,4.5
Policy_B_ConfidenceGated,1,90,0,1,0.7888281345367432,True,False,False,ABSTAIN,4.305,4.5
Policy_B_ConfidenceGated,1,91,0,0,0.860025942325592,False,True,False,CLASS_0,4.199,4.5
Policy_B_ConfidenceGated,1,92,0,1,0.6698015332221985,True,False,False,ABSTAIN,3.594,4.5
Policy_B_ConfidenceGated,1,93,0,0,0.8659511208534241,False,True,False,CLASS_0,3.849,4.5
Policy_B_ConfidenceGated,1,94,0,1,0.7261887192726135,True,False,False,ABSTAIN,4.066,4.5
Policy_B_ConfidenceGated,1,95,0,0,0.8412728905677795,False,True,False,CLASS_0,4.398,4.5
Policy_B_ConfidenceGated,1,96,0,0,0.8979654312133789,False,True,False,CLASS_0,4.155,4.5
Policy_B_ConfidenceGated,1,97,1,1,0.9467463493347168,False,True,False,CLASS_1,4.34,4.5
Policy_B_ConfidenceGated,1,98,1,1,0.9793492555618286,False,True,False,CLASS_1,5.125,4.5
Policy_B_ConfidenceGated,1,99,1,0,0.7058499455451965,True,False,False,ABSTAIN,5.222,4.5
Policy_B_ConfidenceGated,1,100,1,1,0.8233776092529297,True,False,False,ABSTAIN,5.185,4.5
Policy_B_ConfidenceGated,1,101,1,1,0.7196122407913208,True,False,False,ABSTAIN,5.371,4.5
Policy_B_ConfidenceGated,1,102,0,0,0.5081530809402466,True,False,False,ABSTAIN,5.664,4.5
Policy_B_ConfidenceGated,1,103,0,1,0.8003370761871338,True,False,False,ABSTAIN,5.755,4.5
Policy_B_ConfidenceGated,1,104,1,1,0.9701067209243774,False,True,False,CLASS_1,5.679,4.5
Policy_B_ConfidenceGated,1,105,0,1,0.6023977398872375,True,False,False,ABSTAIN,5.787,4.5
Policy_B_ConfidenceGated,1,106,0,0,0.8675782680511475,False,True,False,CLASS_0,6.704,4.5
Policy_B_ConfidenceGated,1,107,1,1,0.9706293940544128,False,True,False,CLASS_1,6.76,4.5
Policy_B_ConfidenceGated,1,108,0,0,0.9096790552139282,False,True,False,CLASS_0,5.695,4.5
Policy_B_ConfidenceGated,1,109,0,0,0.5006074905395508,True,False,False,ABSTAIN,5.792,4.5
Policy_B_ConfidenceGated,1,110,0,0,0.8253011107444763,True,False,False,ABSTAIN,5.729,4.5
Policy_B_ConfidenceGated,1,111,0,0,0.8405044674873352,False,True,False,CLASS_0,5.955,4.5
Policy_B_ConfidenceGated,1,112,1,1,0.8378527760505676,False,True,False,CLASS_1,5.691,4.5
Policy_B_ConfidenceGated,1,113,1,1,0.9838617444038391,False,True,False,CLASS_1,5.874,4.5
Policy_B_ConfidenceGated,1,114,1,0,0.6001850962638855,True,False,False,ABSTAIN,5.644,4.5
Policy_B_ConfidenceGated,1,115,1,1,0.9285149574279785,False,True,False,CLASS_1,6.417,4.5
Policy_B_ConfidenceGated,1,116,1,1,0.7553414702415466,True,False,False,ABSTAIN,13.005,4.5
